title,filename,title.1,author,release year,genre,pos score,neg score,neu score,comp score,amt pos,amt neg
The Long Patrol,45245.txt,The Long Patrol,H. A. Cody,"March 28, 2014 ",Fantasy novel,0.061071555161719186,0.05814399645547179,0.6630175011076651,0.0011210899424014325,1969,1865
Interrupted,45537.txt,Interrupted,Pansy,"April 30, 2014 ",Memoir,0.08015438438099526,0.044363954406951775,0.6808082609186318,0.06913504119173906,2626,1285
Secret Service,44659-0.txt,Secret Service,Cyrus Townsend Brady,"January 14, 2014  ",Political journalism,0.050841449603624,0.043680973952434775,0.6111404303510749,0.01492751981879951,1519,1206
Plague,43942-8.txt,Plague,Thomas Wright Jackson,"October 12, 2013 ",Science fiction,0.038612576419213916,0.043498340611353714,0.7512529257641919,-0.012976104803493477,761,697
Lady Susan,946.txt,Lady Susan,Jane Austen,June 1997,Epistolary novel,0.09058110882956867,0.054317932922655715,0.6394924709103359,0.0682861396303902,1048,595
The Aspern Papers,211.txt,The Aspern Papers,Henry James,"June 29, 2008 ",Novella,0.06971197562690419,0.0523726271385049,0.7047267400984314,0.04141642840403127,1105,770
Curly,41447-8.txt,Curly,Roger  Pocock,"November 23, 2012 ",Biography,0.0536089283802592,0.05611701102665672,0.6284198693929991,-0.007454972700995635,1724,1588
Homeward Bound,9826-8.txt,Homeward Bound,James Fenimore Cooper,"February, 2006",Children's literature,0.07617105893627224,0.04606388755789801,0.7022343608582188,0.05644528030665996,5514,3291
The Theory of the Leisure Class,833-8.txt,The Theory of the Leisure Class,Thorstein Veblen,"March, 1997",Economics,0.08614881010199106,0.03360388538125297,0.8242960660514761,0.09784889752306952,3424,1408
Antonina,3606.txt,Antonina,Wilkie Collins,"February 26, 2007",Historical Fiction,0.07288976829548037,0.08195503555861386,0.7213308098187571,-0.014321352374397809,4679,5198
Hell,1005.txt,Hell,Dante Alighieri,"August 7, 2004 ",Christian fiction,0.05693754410726885,0.06908503881439652,0.7564774170783326,-0.016980998588567414,733,786
A Tramp Abroad,5783-8.txt,A Tramp Abroad,Mark Twain (Samuel Clemens),March 1994 ,Travel literature,0.07059905660377347,0.03994150943396227,0.6837990566037744,0.05721806603773575,502,285
"Psmith, Journalist",2607-8.txt,"Psmith, Journalist",P. G. Wodehouse,"April, 2001",Comic novel,0.05923262428889454,0.03405911451892157,0.6572645312886478,0.04293174622804855,1560,922
New Poems,441-0.txt,New Poems,Robert Louis Stevenson,"February 12, 2013  ",Poetry,0.08756732984293203,0.043090890052356,0.6052580104712032,0.06183001047120409,740,408
The Quest,40657-8.txt,The Quest,Frederik van Eeden,"September 4, 2012 ",Fantasy,0.06963184965380771,0.04598748763600398,0.6279513353115697,0.04540357566765568,4409,2841
Meccania,44074-8.txt,Meccania,Owen Gregory,"October 30, 2013 ",Utopian and dystopian fiction,0.06957076942262136,0.034611048759196926,0.7390639730639724,0.0628112482853224,2146,989
Young Blood,42902.txt,Young Blood,E. W. Hornung,"June 9, 2013 ",Historical novel,0.06134667995289435,0.043271944922547316,0.6525152640637722,0.03623767551408636,2484,1762
L'Assommoir,8558-8.txt,L'Assommoir,Emile Zola,"July, 2005",Novel,0.05850572816423804,0.052303363578040406,0.6766553019888184,0.014412831087893029,2251,2009
Child Christopher,234.txt,Child Christopher,William Morris,"July 1, 2008 ",Fantasy novel,0.06830605120248251,0.03563169123351435,0.7129742048099308,0.0678702094647014,1307,738
The Jewels of Aptor,41981-8.txt,The Jewels of Aptor,Samuel R. Delany,"February 3, 2013 ",Science Fantasy,0.04396004517859662,0.035349710574615306,0.6542775660031068,0.0188523789354792,1119,822
Unveiling a Parallel,42816-8.txt,Unveiling a Parallel,Alice Ilgenfritz Jones and Ella Marchant,"May 26, 2013  ",Science fiction,0.09497188164132753,0.035853686447604984,0.6566526074873311,0.10078916135360468,1844,750
Beauty and the Beast,43484-8.txt,Beauty and the Beast,Stewart A. McDowall,"August 16, 2013 ",Fantasy,0.10734016806722699,0.035904873949579835,0.7317132773109242,0.1352700168067224,939,393
Nada the Lily,1207.txt,Nada the Lily,H. Rider Haggard,"January 28, 2007",Historical,0.05208474146671181,0.06848648191956735,0.7034409428861103,-0.029545327813450387,2160,2720
American Fairy Tales,4357.txt,American Fairy Tales,L. Frank Baum,"August, 2003",Fantasy,0.05933620503984487,0.04866702562998064,0.6283734654318319,0.02414507861296573,929,789
Little Dorrit,963.txt,Little Dorrit,Charles Dickens,"July, 1997",Novel,0.07377337482896434,0.04692241032382653,0.6887104874842385,0.05261729670270664,9815,6340
Confessions of an English Opium-Eater,2040.txt,Confessions of an English Opium-Eater,Thomas De Quincey,"April 20, 2005  ",Autobiography,0.08220776135163654,0.058749736008447725,0.7801066525871171,0.04485773495248159,1179,810
Narcissus,42533.txt,Narcissus,Evelyn Scott,"April 14, 2013 ",Horror fiction,0.07526780958721711,0.07823751664447401,0.6632383488681751,-0.002278112516644485,1716,1678
In Search of the Castaways,2083.txt,In Search of the Castaways,Jules Verne,"February, 2000 ",Adventure novel,0.05970645753710225,0.046207177247232736,0.6515702089641094,0.02528010621928826,4058,3257
The Sign of the Four,2097.txt,The Sign of the Four,Arthur Conan Doyle,"March, 2000",Mystery novel,0.06535604528912263,0.04860412454508694,0.6992232106752937,0.03342515163768705,1229,851
Under Fire,4380.txt,Under Fire,Henri Barbusse,"August, 2003",Political thriller,0.045764688204357716,0.05583065364387673,0.6853311044327532,-0.018919526671675443,2252,2592
Allan's Wife,2727-8.txt,Allan's Wife,H. Rider Haggard,"March 28, 2006 ",Adventure fiction,0.0609092606422703,0.060547423450336126,0.7170414488424218,0.0011899365197908967,1209,1083
Motors,42369-8.txt,Motors,James Slough Zerbe,"March 19, 2013 ",Detective novel,0.040572933915399616,0.02091675447839833,0.6810973957549308,0.03108616588890558,887,480
Tarzan the Untamed,1401.txt,Tarzan the Untamed,Edgar Rice Burroughs,"August, 1998",Novel,0.05351861988886132,0.06613004893422883,0.7274095546155723,-0.0215355312266732,2495,2986
The Mystery of a Hansom Cab,4223.txt,The Mystery of a Hansom Cab,Fergus Hume,"July, 2003",Fiction,0.05766932624113466,0.053149645390070964,0.6470687943262414,0.00591944148936165,2250,1915
The Princess,791-8.txt,The Princess,Alfred Lord Tennyson,"January, 1997",Young adult novel,0.08419339504628462,0.0642787090317738,0.7699722291718776,0.03572601951463592,738,565
Plague,43942.txt,Plague,Thomas Wright Jackson,"October 12, 2013 ",Science fiction,0.03858532751091698,0.04349257641921398,0.7512861135371176,-0.012976104803493477,761,697
Winter,42199-0.txt,Winter,Dallas Lore Sharp,"February 28, 2013  ",Fantasy,0.050398118402937064,0.038037861404313866,0.6931131252868294,0.024581528223955876,801,606
The Hive,44208.txt,The Hive,Will Levington Comfort,"November 17, 2013  ",Science fiction,0.08760937308305718,0.04130977794135678,0.6725775978407555,0.08712382529750966,2538,1227
The Spy,1818.txt,The Spy,Richard Harding Davis,"May 12, 2006 ",Spy novel,0.05437269076305221,0.044394377510040176,0.6642843373493977,0.020945702811245,231,165
Cross Roads,2487.txt,Cross Roads,Margaret E. Sangster,"January, 2001",Christian fiction,0.08102205882352942,0.05008760504201683,0.6543955882352936,0.04410300420168063,713,455
The Outlaw of Torn,369.txt,The Outlaw of Torn,Edgar Rice Burroughs,"July 8, 2008 ",Historical novel,0.06575393955050378,0.06956509945750433,0.6476865151123744,-0.0017197235856367793,1913,1722
The Haunted Man and the Ghost's Bargain,644-0.txt,The Haunted Man and the Ghost's Bargain,Charles Dickens,"December 2, 2013  ",Novella,0.06420177902621707,0.05397823033707865,0.659910112359552,0.021049508426966262,913,826
Time and the Gods,8183.txt,Time and the Gods,Lord Dunsany [Edward J. M. D. Plunkett],"May, 2005",Fantasy fiction,0.042628359788359695,0.03941756613756614,0.7164740740740749,0.009953523809523818,832,801
Merlin,40906.txt,Merlin,Edwin Arlington Robinson,"September 30, 2012 ",Fantasy literature,0.07285496411483254,0.07225986842105264,0.7732455143540655,0.009765041866028723,557,585
Micah Clarke,9504.txt,Micah Clarke,Arthur Conan Doyle,"December, 2005",Historical novel,0.07032410669350772,0.051765643348431256,0.7269283677235332,0.03894033998769793,4998,3730
Polly,44547.txt,Polly,Thomas Nelson Page,"December 31, 2013 ",Non-Profit,0.06500714285714282,0.041111038961039,0.71855974025974,0.04267493506493499,338,208
The Reverberator,7529.txt,The Reverberator,Henry James,"February, 2005 ",Novel,0.07223732283464565,0.04092535433070869,0.6947102362204717,0.0611198582677165,1762,912
Turner,40878-8.txt,Turner,William Cosmo Monkhouse,"September 27, 2012 ",Young adult novel,0.06759890432400696,0.032553316376443,0.7221948738016032,0.06718411269810219,1336,601
The Iron Heel,1164.txt,The Iron Heel,Jack London,"May 3, 2006 ",Dystopian novel,0.0657609239076092,0.06341675832416753,0.7050403959603995,0.006572172782721656,2222,2127
The Return of Tarzan,81.txt,The Return of Tarzan,Edgar Rice Burroughs,"June 23, 2008 ",Adventure novel,0.060085110545881386,0.062478477792995674,0.6838330072392867,-0.0029123361377421365,2337,2364
Nightmare Abbey,9909.txt,Nightmare Abbey,Thomas Love Peacock,"February, 2006",Gothic novel,0.0723949987861131,0.042009468317552805,0.6226635105608155,0.05342267540665213,925,547
Anna Karenina,1399.txt,Anna Karenina,Leo Tolstoy,"July 01, 1998 ",Literary realism,0.06989968745348989,0.04727625638735895,0.6714830828000229,0.041340184551272426,9861,6786
The Prisoner of Zenda,95.txt,The Prisoner of Zenda,Anthony Hope,"January 10, 2006 ",Historical novel,0.06577483164983182,0.04677525252525255,0.6178094837261489,0.037015712682379416,1524,1178
The Wolf Cub,41126-8.txt,The Wolf Cub,Patrick Casey,"October 21, 2012 ",Children's literature,0.05730773047533998,0.058900863352188186,0.6548550163739185,-0.0006336905825146719,1968,1990
Fanshawe,7085-8.txt,Fanshawe,Nathaniel Hawthorne,"December, 2004",Romantic novel,0.08014645806171213,0.05161603650586692,0.7128715775749671,0.05478915688830965,1290,849
The Principles of Scientific Management,6435.txt,The Principles of Scientific Management,Frederick Winslow Taylor,"September, 2004 ",Monograph,0.07386176618163573,0.0277112393376819,0.7687235323632707,0.08643341695935779,1181,484
Great Expectations,1400.txt,Great Expectations,Charles Dickens,"July, 1998",Novel,0.060124773517457486,0.04798697419323235,0.6881289848685141,0.027365256353753576,4454,3475
Friends,42641-8.txt,Friends,Wilfrid Wilson Gibson,"May 03, 2013 ",Children's literature,0.05986466165413532,0.03624143692564745,0.6323842940685046,0.028990476190476205,157,106
The Autocrat of the Breakfast-Table,751.txt,The Autocrat of the Breakfast-Table,Oliver Wendell Holmes,"January 15, 2013  ",Essay,0.08219326424870463,0.04183409326424866,0.746543419689118,0.07274959585492212,2784,1431
Two Years Before the Mast,2055.txt,Two Years Before the Mast,Richard Henry Dana,"February, 2000",Diary and Novel,0.06263378342947022,0.040348584163607634,0.8173802438384846,0.04271864840062919,3723,2466
Sky Island,4356.txt,Sky Island,L. Frank Baum,"August, 2003",Children's literature,0.05983408260747406,0.044456026973869016,0.6540679966282679,0.030815720708064088,1509,1079
Allan's Wife,2727.txt,Allan's Wife,H. Rider Haggard,"March 28, 2006 ",Adventure fiction,0.0609092606422703,0.060547423450336126,0.7170414488424218,0.0011899365197908967,1209,1083
The House of the Wolf,2041.txt,The House of the Wolf,Stanley Weyman,"January, 2000",Gothic novel,0.06163157048705995,0.07071130043401377,0.6959832824304782,-0.012376386433049408,1312,1547
Abraham Lincoln,42526.txt,Abraham Lincoln,William Eleroy Curtis,"April 14, 2013 ",Biography,0.08115482592697411,0.049755024058873436,0.7179452306821371,0.05480254033399447,4246,2520
Trivia,8544.txt,Trivia,Logan Pearsall Smith,"July, 2005 ",Juvenile literature,0.06797632711621228,0.038133787661406036,0.6033579626972752,0.05354185796269726,560,332
The Town,42060-0.txt,The Town,Leigh Hunt,"February 10, 2013 ",Autobiographical novel,0.08322291106350005,0.045603090668733096,0.7625912841318315,0.06775109632128297,6294,3246
The Turn of the Screw,209.txt,The Turn of the Screw,Henry James,"February, 1995",Gothic fiction,0.06690032414910856,0.04891247974068072,0.6809831847649929,0.0365937398703404,1194,784
Rolling Stones,3815-8.txt,Rolling Stones,O. Henry,"September 21, 2001  ",Science fiction,0.059481512605042,0.03998403361344525,0.6534771008403362,0.037549947478991666,1892,1125
Out of Time's Abyss,553.txt,Out of Time's Abyss,Edgar Rice Burroughs,"June, 1996",Lost World (genre),0.04780548868560417,0.058648531535869075,0.7305693307655271,-0.01741824747231585,764,931
The Return of Sherlock Holmes,221.txt,The Return of Sherlock Holmes,Arthur Conan Doyle,"se Date: February, 1995",Detective fiction,0.061241555861225774,0.0482293290539507,0.6771716338071206,0.021352544704264162,2894,2321
Atala,44427.txt,Atala,Francois Auguste de Chateaubriand,"December 14, 2013 ",Romanticism,0.08014603385330234,0.061456023896448685,0.7193345502821111,0.03910753401924987,822,622
Jack and Jill,2786-8.txt,Jack and Jill,Louisa May Alcott,"August, 2001",Children's literature,0.11201520353114276,0.04376508092202045,0.6527544874938699,0.1297196468857278,4207,1686
Herbs and Apples,43406.txt,Herbs and Apples,Helen Hay Whitney,"August 6, 2013 ",Bildungsroman,0.08012845188284508,0.04147740585774058,0.5152184100418418,0.058555690376568985,410,184
The Book of Wonder,7477.txt,The Book of Wonder,"Edward J. M. D. Plunkett, Lord Dunsany","February, 2005 ",Fantasy fiction,0.05763320610687021,0.05245000000000002,0.7452633587786263,0.013043625954198472,582,518
Lady Audley's Secret,8954-8.txt,Lady Audley's Secret,Mary Elizabeth Braddon,"September, 2005",Sensation novel,0.04086198101176139,0.03867833356950545,0.4365403145812663,0.012152047612299795,4299,4396
The Quest,40657.txt,The Quest,Frederik van Eeden,"September 4, 2012 ",Fantasy,0.06963184965380771,0.04598748763600398,0.6279513353115697,0.04540357566765568,4409,2841
The Sorrows of Young Werther,2527.txt,The Sorrows of Young Werther,J.W. von Goethe,"February, 2001",Epistolary novel,0.10317783273381312,0.06770683453237404,0.7074826888489203,0.07085265287769771,1605,1001
The Dream,9499.txt,The Dream,Emile Zola,"April 27, 2006 ",Fantasy novel,0.09407175035710344,0.056147676079551616,0.7089172618393584,0.0751176903636964,3006,1852
The Land That Time Forgot,551.txt,The Land That Time Forgot,Edgar Rice Burroughs,"June, 1996",Lost World (genre),0.0534008555611474,0.057894313034725725,0.7470382486160038,-0.007436587820835475,817,870
At the Earth's Core,545.txt,At the Earth's Core,Edgar Rice Burroughs,"June, 1996",Fantasy novel,0.06259697188175921,0.05760652487382844,0.7029762076423932,0.011387959625090106,1326,1209
Smoke,40813-0.txt,Smoke,Turgenev Ivan Sergeevich,"September 21, 2012 ",Short stories,0.06975634323600674,0.047716817544306935,0.6859186535764374,0.04068393471885772,1914,1332
Swiss Family Robinson,3836.txt,Swiss Family Robinson,Johann David Wyss,"March, 2003",Adventure fiction,0.0829451914545079,0.043712442836666386,0.6788847177667021,0.06951032011466811,4503,2309
The Spoilers,5076.txt,The Spoilers,Rex Beach,"February, 2004",Thriller (genre),0.05796466362489085,0.060455198524415,0.6689825259683492,-0.004257373070575693,2120,2191
The Secret Agent,974.txt,The Secret Agent,Joseph Conrad,"December 24, 2010  ",Fiction,0.06875792166896298,0.06602450305058047,0.6905480220429024,0.006340543200157384,2584,2359
The Interpreter,40660-0.txt,The Interpreter,G. J. Whyte-Melville,"September 04, 2012 ",Novel,0.09721194356760922,0.05930921857888295,0.7154114539715201,0.07499725568511215,5473,3368
The Tin Woodman of Oz,960.txt,The Tin Woodman of Oz,L. Frank Baum,"June, 1997",Children's literature,0.07878302863056229,0.04605639875819245,0.6316271127975167,0.06480755432907884,1467,850
The Law,44800.txt,The Law,Frederic Bastiat,"January 30, 2014 ",Novel,0.07875251299826677,0.04588041594454073,0.6930481802426348,0.050519133448873516,644,349
Pragmatism,5116.txt,Pragmatism,William James,"February, 2004 ",Philosophy,0.08635960144927551,0.04036268115942025,0.7622282608695671,0.08219221014492735,1675,863
Warlord of Mars,68.txt,Warlord of Mars,Edgar Rice Burroughs,"June, 1993",Science fantasy,0.05725206438068577,0.058627011896430964,0.6737620713785866,0.0005694471658502453,1509,1509
Essays,3549-0.txt,Essays,Abraham Cowley,"August 22, 2014  ",Non-fiction,0.1101930455635492,0.05560287769784175,0.7023129496402868,0.09230335731414877,1407,680
The Border Legion,4552.txt,The Border Legion,Zane Grey,"October, 2003  ",Western (genre),0.05923554926086572,0.0683947065592635,0.6498354430379734,-0.013473373461981094,2306,2625
Lord Jim,5658.txt,Lord Jim,Joseph Conrad,"January 9, 2006 ",Psychological novel,0.07530949931412895,0.07250025720164605,0.77297393689986,0.007098053840877846,3364,3179
The Red and the Black,44747.txt,The Red and the Black,Stendhal,"January 24, 2014 ",Bildungsroman,0.08410771068835593,0.061951245289954326,0.6654931532028252,0.04428596176822014,6671,4979
Caesar's Column,5155-8.txt,Caesar's Column,Ignatius Donnelly,"February, 2004",Apocalyptic fiction,0.08091188672438693,0.06344489538239532,0.6970946969696925,0.032262815656565726,3029,2320
The Moonstone,155.txt,The Moonstone,Wilkie Collins,"January 12, 2006 ",Juvenile literature,0.0646144131455398,0.05037178403755839,0.6965162910798075,0.028967248826291318,5016,4051
From the Earth to the Moon,83.txt,From the Earth to the Moon,Jules Verne,"September, 1993",Science fiction,0.056679131860410625,0.03812428761027408,0.6849612772269454,0.03144075259583102,2347,1496
Endymion,7926.txt,Endymion,Benjamin Disraeli,"April 27, 2006 ",Novel,0.09263430403129408,0.03850173856351175,0.710709170922522,0.10235091274584322,6077,2381
The Well at the World's End,169.txt,The Well at the World's End,William Morris,"June 9, 2008 ",Fantasy novel,0.07308781922592075,0.03904505345721082,0.7408019515383534,0.07066514776600229,5870,3524
Weir of Hermiston,380.txt,Weir of Hermiston,Robert Louis Stevenson,"November 7, 2010  ",Novel,0.07244710993577637,0.0587574612769172,0.7082393275406129,0.031346977710615814,1352,1036
Sanctuary,7517.txt,Sanctuary,Edith Wharton,"February, 2005  ",Horror novel,0.06409933574879224,0.059160628019323584,0.6726370772946858,0.01151373792270532,811,681
Murat,2755-0.txt,Murat,"Alexandre Dumas, Pere","August 15, 2006 ",Historical fiction,0.04895194508009156,0.042810983981693335,0.6720842105263166,0.011675926773455391,380,311
What Katy Did,8994-8.txt,What Katy Did,Susan Coolidge,"September, 2005",Children's literature,0.07724665896716733,0.04795330803497768,0.6580052796568238,0.05487518561293506,1545,887
The Pioneers,2275-8.txt,The Pioneers,James Fenimore Cooper,"August, 2000 ",Biography,0.07125394278125181,0.04927032261634663,0.7240877095899481,0.04335898954125382,4517,3383
Back Home,44223.txt,Back Home,Irvin S. Cobb,"November 18, 2013 ",Historical novel,0.05295049053159938,0.04322598676705442,0.7578077800593191,0.01759932694501479,1854,1513
Moral,4963.txt,Moral,Ludwig Thoma,"January, 2004 ",Philosophical novel,0.059764733616218674,0.039402640264026366,0.5653767090994812,0.029651768033946205,685,447
The Magic of Oz,419.txt,The Magic of Oz,L. Frank Baum,"February, 1996",Children's literature,0.06420087005863437,0.0374146018536032,0.6413389445810481,0.04988411197276348,1238,701
Robbery Under Arms,1198.txt,Robbery Under Arms,"Thomas Alexander Browne, AKA Rolf Boldrewood","February, 1998",Adventure novel,0.06905371860758241,0.04612144865703462,0.7128103364685335,0.046165606516047536,6109,3831
Zone Policeman 88,4786.txt,Zone Policeman 88,Harry A. Franck,"December, 2003",Travel literature,0.0506093895258753,0.03934505732878832,0.7791176014874498,0.021569507282305448,1234,1007
Candida,4023.txt,Candida,George Bernard Shaw,"May, 2003",Thriller novel,0.0807464998510573,0.04919958296097706,0.6162570747691403,0.058196663687816536,780,453
At the Villa Rose,4745.txt,At the Villa Rose,A. E. W. Mason,"December, 2003",Detective fiction,0.058156613171001674,0.050405976757055763,0.6618853348090741,0.016153591588267797,1650,1542
Russian Roulette,4779.txt,Russian Roulette,Sam Vaknin,"December, 2003",Adventure,0.05712529663027996,0.04431371618414806,0.7042109634551491,0.016902254390128147,759,616
The Monster Men,96.txt,The Monster Men,Edgar Rice Burroughs,"June 19, 2008 ",Science fiction,0.06127136879856542,0.0705228631201435,0.6803722355050806,-0.018385146443514556,1541,1830
Ivanhoe,82.txt,Ivanhoe,Walter Scott,"September, 1993",Chivalric romance,0.08144366799771782,0.05494409583571,0.7042191481270161,0.049477058376116864,6162,4285
The Rise of Silas Lapham,154.txt,The Rise of Silas Lapham,William Dean Howells,"June 5, 2008 ",Literary realism,0.06325940302503,0.041008298755186585,0.6802343059831326,0.04276930129835327,3776,2155
Merlin,40906-8.txt,Merlin,Edwin Arlington Robinson,"September 30, 2012 ",Fantasy literature,0.07285496411483254,0.07225986842105264,0.7732455143540655,0.009765041866028723,557,585
The Jungle,140.txt,The Jungle,Upton Sinclair,"March 11, 2006 ",Children's book,0.049522612359550584,0.0632463483146065,0.7666580758426941,-0.023097991573033657,2779,3342
The Wonderful Wizard of Oz,55.txt,The Wonderful Wizard of Oz,L. Frank Baum,"July 1, 2008 ",Children's literature,0.0670347384855581,0.050962529274004666,0.6199002732240441,0.03752632708821235,1216,758
Shifting Sands,43773.txt,Shifting Sands,Sara Ware Bassett,"September 20, 2013 ",Fantasy literature,0.05999380771319944,0.04130765888104289,0.5812630092341103,0.0336552091254753,1749,1278
Gulliver's Travels,829.txt,Gulliver's Travels,Jonathan Swift,"June 15, 2009  ",Satire,0.08139036442248303,0.04907236977558165,0.7745199711756213,0.061025715462219486,3040,1775
The Blithedale Romance,2081.txt,The Blithedale Romance,Nathaniel Hawthorne,"February, 2000",Romanticism,0.08727062584532153,0.05213021025451864,0.7267009713512848,0.0678148776589204,2537,1465
Quentin Durward,7853.txt,Quentin Durward,Sir Walter Scott,"April, 2005  ",Historical novel,0.08480918836140848,0.05416579887697776,0.7097763144461429,0.05737154670750357,6353,4022
The Hour of the Dragon,42243.txt,The Hour of the Dragon,Robert E. Howard,"March 2, 2013 ",Sword and sorcery,0.0452463196939841,0.06615590587689799,0.6818066535296167,-0.031407801089602415,1420,2021
Glinda of Oz,961.txt,Glinda of Oz,L. Frank Baum,"June, 1997",Children's literature,0.06972482187560174,0.04224186404775659,0.6459751588677067,0.04990273445022153,1266,817
The Princess,791.txt,The Princess,Alfred Lord Tennyson,"January, 1997",Young adult novel,0.08419339504628462,0.0642787090317738,0.7699722291718776,0.03572601951463592,738,565
Sisters,42840-0.txt,Sisters,Grace May North,"May 29, 2013 ",Historical fantasy,0.08349686716791989,0.03693546365914783,0.6862111528822046,0.09322923558897224,2459,968
The Hound of the Baskervilles,3070-8.txt,The Hound of the Baskervilles,Arthur Conan Doyle,"February, 2002 ",Detective fiction,0.05478574201060949,0.0495387501617285,0.6802529434596961,0.009389869323327664,1545,1417
On War,1946.txt,On War,Carl von Clausewitz,"February 25, 2006 ",War,0.08159777326146507,0.07840823539807362,0.7023264115931764,-0.00036070513386943616,3607,2564
The Moon and Sixpence,222.txt,The Moon and Sixpence,W. Somerset Maugham,"July 2, 2007 ",Biographical novel,0.07149300770166195,0.05445804620997153,0.6581996351844319,0.030537555735711392,2307,1692
Ragna,41863-8.txt,Ragna,Anna Miller Costantini,"January 18, 2013  ",Political thriller,0.07619970654104546,0.05468012973974822,0.6518056220557538,0.040713676731793866,3548,2625
Gladiator,42914.txt,Gladiator,Philip Wylie,"June 11, 2013 ",Historical novel,0.06197857218627351,0.05206555638060882,0.6533275697464727,0.01586730667232411,1927,1606
The Jungle Book,236.txt,The Jungle Book,Rudyard Kipling,"January 16, 2006 ",Children's book,0.04526154376292206,0.05568314955203301,0.7078078911095794,-0.01864682977257068,940,1056
The Knights of the Cross,9473.txt,The Knights of the Cross,Henryk Sienkiewicz,"December, 2005",Historical novel,0.060913782816228924,0.049560747315035486,0.6462015960620505,0.019548318168257767,5856,4754
The Secret Agent,974-0.txt,The Secret Agent,Joseph Conrad,"December 24, 2010  ",Fiction,0.06833569600315044,0.06555079740106314,0.6913744831659748,0.006461665682220836,2583,2357
She and Allan,5745-8.txt,She and Allan,H. Rider Haggard,"April 22, 2006 ",Fantasy novel,0.06760816647035726,0.0570098154691793,0.693446564585785,0.020357016097369486,3234,2652
The Cat,43930-8.txt,The Cat,Philip M. Rule,"October 11, 2013 ",Science fiction,0.07549247606019148,0.04255848153214771,0.7369439124487003,0.059905061559507575,863,487
The Woman in White,583.txt,The Woman in White,Wilkie Collins,"July, 1996",Mystery novel,0.06812702620815027,0.0578641493713068,0.6996800484774984,0.02246132782911691,6853,5851
Havoc,2287.txt,Havoc,E. Philips Oppenheim,"August, 2000",Historical novels,0.0582187795851623,0.04355435063258451,0.6457084947069424,0.025722127549703138,2089,1506
The Black Tulip,965.txt,The Black Tulip,Alexandre Dumas (Pere),"June, 1997",Romance novel,0.06127915396341462,0.04909841844512189,0.59932012195122,0.02235093368902445,2184,1725
The Best Man,45528.txt,The Best Man,Harold MacGrath,"April 29, 2014  ",Crime novel,0.07909395348837213,0.04475534883720925,0.6240604651162774,0.05989325581395361,1108,632
The Way We Live Now,5231-8.txt,The Way We Live Now,Anthony Trollope,"June 10, 2002  ",Social commentary,0.07044108096784303,0.04683929506651265,0.7098379857546864,0.0458390567717605,10109,6226
The Lost Princess of Oz,959.txt,The Lost Princess of Oz,L. Frank Baum,"June, 1997",Children's literature,0.06375958652884296,0.04566772257419136,0.6544933311103699,0.03804874958319441,1397,960
Wives and Daughters,4274-8.txt,Wives and Daughters,Elizabeth Cleghorn Gaskell,"December 26, 2001  ",Novel,0.0778847771811618,0.048786860015732014,0.7063937891172747,0.060309097438352964,8596,4806
Excursions,9846.txt,Excursions,Henry D. Thoreau,"February, 2006",Fantasy fiction,0.07601306462821429,0.03215733148019462,0.7802233495482964,0.08424554551772062,2092,948
Russia,1349.txt,Russia,Donald Mackenzie Wallace,"May 3, 2006 ",Adventure,0.08289018575190353,0.051556935449433815,0.7807204825279332,0.05389493986193085,8809,5244
Italian Hours,6354.txt,Italian Hours,Henry James,"August, 2004  ",Travel writing,0.11302757731958772,0.041819158075601326,0.7869925257731938,0.13662501718213066,4962,1999
Blood Brothers,8423.txt,Blood Brothers,Colonel Eugene C. Jacobs,"July, 2005",Horror fiction,0.04303445335152639,0.053076752515776884,0.6309931775541534,-0.018963073511854004,806,879
The Crystal Palace,44192-8.txt,The Crystal Palace,Peter Berlyn,"November 16, 2013 ",Fantasy novel,0.055333287158886316,0.013713118160410036,0.7350815902479552,0.07358433301011218,1460,415
Woodstock,43810-8.txt,Woodstock,Clarence Winthrop Bowen,"September 24, 2013 ",Crime fiction,0.04507667436489606,0.025037875288683616,0.7054069284064677,0.03592928406466507,338,156
Confidence,178.txt,Confidence,Henry James,"March 14, 2006 ",Satire,0.08578207109737264,0.040883638772355936,0.6513202693751372,0.08551075292559074,2823,1278
Tarzan and the Jewels of Opar,92.txt,Tarzan and the Jewels of Opar,Edgar Rice Burroughs,"December, 1995",Adventure novel,0.06168767303889256,0.07288793671720492,0.6834878048780489,-0.02020507580751491,1777,2099
The Cloud,41867-8.txt,The Cloud,Sartell Prentice,"January 18, 2013 ",Christian mysticism,0.06373374613003098,0.05439551083591334,0.7255216718266259,0.013873374613003095,296,225
The Quest,43527-8.txt,The Quest,Justus Miles Forman,"August 21, 2013 ",Fantasy,0.06923861998813242,0.056232686276171916,0.6732931253708547,0.0258409256590659,2884,2452
The Heart of Princess Osra,41438.txt,The Heart of Princess Osra,Anthony Hope,"November 22, 2012 ",Historical novel,0.07767462887989213,0.0522245614035087,0.6448639676113362,0.05157417004048585,1922,1443
Seventeen,1611.txt,Seventeen,Booth Tarkington,"February 21, 2006 ",Science fiction,0.058428923582580235,0.04484669562155176,0.6727538443479287,0.03133326681535406,1673,1134
The Man Who Would Be King,8147.txt,The Man Who Would Be King,Rudyard Kipling,"May, 2005",Adventure novel,0.05601489244346386,0.04418312189740766,0.7392972972972984,0.01957942636514066,384,285
