filename,title,author,release year,pos score,neg score,neu score,comp score
44624-0.txt,Sweden,Victor Nilsson,"January 8, 2014 "
44627-0.txt,The Indians of the Painted Desert Region,George Wharton James,"January 8, 2014 "
44636-0.txt,The Mosaic History of the Creation of the World,Thomas Wood,"January 11, 2014 "
4464.txt,"The Tragic Comedians, Complete",George Meredith,"October 13, 2006 "
44649-8.txt,The Last Boer War,H. Rider Haggard,"January 12, 2014 "
44655-8.txt,A Christian Directory,Baxter Richard,"January 13, 2014 "
44655.txt,A Christian Directory,Baxter Richard,"January 13, 2014 "
44656-8.txt,The houseboat book,William F. Waugh,"January 13, 2014 "
44659.txt,Secret Service,Cyrus Townsend Brady,"January 14, 2014  "
44669-8.txt,"The Jesuit Relations and Allied Documents, Vol. I: Acadia, 1610-1613",Various,"January 14, 2014 "
44672-8.txt,Stronghand,Gustave Aimard,"January 15, 2014 "
44672.txt,Stronghand,Gustave Aimard,"January 15, 2014 "
44685-0.txt,Story of the Bible Animals,J. G. Wood,"January 17, 2014 "
4470.txt,"Diana of the Crossways, Complete",George Meredith,"October 13, 2006 "
44704-0.txt,The World's Greatest Books -- Vol XX -- Miscellaneous Literature and Index,Various,"January 18, 2014 "
44704.txt,The World's Greatest Books -- Vol XX -- Miscellaneous Literature and Index,Various,"January 18, 2014 "
44706.txt,"Punch, or the London Charivari, Vol. 108, April 13, 1895",Various,"January 19, 2014 "
44717-8.txt,"Forward, Children",Paul Alexander Bartlett,"January 19, 2014 "
44728-8.txt,Kinship and Social Organisation,W. H. R. Rivers,"January 22, 2014 "
44733-8.txt,An Introduction to the Prose and Poetical Works of John Milton,Hiram Corson,"January 23, 2014 "
44738.txt,Devonshire,Francis A. Knight,"January 23, 2014 "
44739.txt,Odd Volume,Various,"January 23, 2014 "
44769-8.txt,"The Sheepfold and the Common, Vol. II (of 2)",Timothy East,"January 27, 2014 "
44770-8.txt,Daisy's Work,Joanna H. (Joanna Hooe) Mathews,"January 27, 2014  "
44772.txt,"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol.",James George Frazer,"January 27, 2013 "
44776-8.txt,"Adventures of the Ojibbeway and Ioway Indians in England, France, and Belgium; Vol. I (of 2)",George Catlin,"January 28, 2014 "
44792-8.txt,"Buffon's Natural History, Volume I (of II)",Georges Louis Leclerc de Buffon,"January 29, 2014 "
44833.txt,"Chaucer's Works, Volume 2 (of 7)",Geoffrey Chaucer,"February 5, 2014 "
44837-8.txt,Thirty Years' View (Vol. II of 2),Thomas Hart Benton,"February 5, 2014 "
44841.txt,The Mark of Cain,Carolyn Wells,"February 8, 2014 "
44843.txt,The Book of Bulbs,Samuel Arnott,"February 8, 2014 "
44844-8.txt,The Evolution of Culture,Augustus Henry Lane-Fox Pitt-Rivers,"February 8, 2014 "
44847.txt,A Little Candy Book for a Little Girl,Amy L. Waterman,"February 9, 2014 "
44851.txt,Thirty Years' View (Vol. I of 2),Thomas Hart Benton,"February 9, 2014 "
44854.txt,Great Cities of the United States,Gertrude Van Duyn Southworth,"February 9, 2014 "
44860-8.txt,The Comic History Of England,Gilbert Abbott A'Beckett,"February 9, 2014 "
44860.txt,The Comic History Of England,Gilbert Abbott A'Beckett,"February 9, 2014 "
44873-0.txt,Third Warning,Roy J. Snell,"February 11, 2014 "
44879-8.txt,Up Terrapin River,Opie P. Read,"February 13, 2014 "
4488.txt,"The Amazing Marriage, Complete",George Meredith,"October 13, 2006 "
44881.txt,Confessions of a Thug,Philip Meadows Taylor,"February 12, 2014 "
44882.txt,The Boy Scouts Through the Big Timber,Herbert Carter,"February 12, 2014  "
44895.txt,"No Cross, No Crown",William Penn,"February 13, 2014 "
44897-0.txt,Grammar of the New Zealand language (2nd edition),Robert Maunsell,"February 14, 2014 "
44908.txt,The Law of Civilization and Decay,Brooks Adams,"February 16, 2014 "
44912-0.txt,Private Papers of William Wilberforce,William Wilberforce,"February 14, 2014  "
44920.txt,The Normans,Sarah Orne Jewett,"February 15, 2014 "
44926.txt,When You Don't Know Where to Turn,Steven J. Bartlett,"February 15, 2014 "
44929-0.txt,The Basis of Morality,Arthur Schopenhauer,"February 16, 2014 "
44930-0.txt,Palissy the Huguenot Potter,C. L. Brightwell,"February 16, 2014  "
44939-8.txt,Children of the Soil,Henryk Sienkiewicz,"February 17, 2014 "
44951-0.txt,The Motor Boys in Strange Waters,Clarence Young,"February 17, 2014 "
44959-8.txt,"Tales of My Time, Vol. II (of 3)",William Pitt Scargill,"February 18, 2014  "
44975-0.txt,A History of Roman Literature,Harold North Fowler,"February 22, 2014  "
44982-8.txt,Lady Lilith,Stephen McKenna,"February 22, 2014  "
4499.txt,The Short Works of George Meredith,George Meredith,"October 13, 2006 "
4500.txt,The Complete Project Gutenberg Works of George Meredith,George Meredith,"November 6, 2004 "
45001-8.txt,Institutes of the Christian Religion (Vol. 1 of 2),John Calvin,"February 24, 2014 "
45005-8.txt,Absurdities of Immaterialism,Orson Pratt,"February 25, 2014 "
45016-0.txt,With Rod and Line in Colorado Waters,Lewis B. France,"February 25, 2014  "
45018-8.txt,"The Works of Francis Maitland Balfour, Volume II (of 4)",Francis Maitland Balfour,"February 26, 2014 "
45019.txt,"The Works of Francis Maitland Balfour, Volume III (of 4)",Francis Maitland Balfour,"February 26, 2014 "
45021-8.txt,Jack The Giant Killer,Percival Leigh,"February 26, 2014 "
45026.txt,The Four Corners Abroad,Amy Ella Blanchard,"February 27, 2014 "
45027.txt,"Chaucer's Works, Volume 3 (of 7)",Geoffrey  Chaucer,"February 27, 2014 "
45032.txt,The Principal Species of Wood: Their Characteristic Properties,Charles H. (Charles Henry) Snow,"March 12, 2014  "
45033.txt,"The Sea: Its Stirring Story of Adventure, Peril, & Heroism. Volume 4",Frederick Whymper,"February 27, 2014 "
45034.txt,Fifty Notable Years,John G. Adams,"February 28, 2014 "
45038-8.txt,Perlycross,R. D. Blackmore,"February 28, 2014 "
45041-8.txt,"Mental Philosophy: Including the Intellect, Sensibilities, and Will",Joseph Haven,"February 28, 2014  "
45048-0.txt,An Introduction to Mythology,Lewis Spence,"March 1, 2014 "
45054-8.txt,Essentials in Church History,Joseph Fielding Smith,"March 3, 2014 "
45080-8.txt,The Pan-Angles,Sinclair Kennedy,"March 8, 2014 "
4510.txt,Watersprings,Arthur Christopher Benson,"October, 2003"
4511.txt,The Life of the Bee,Maurice Maeterlinck,"October, 2003 "
45118-8.txt,Our Standard-Bearer,Oliver Optic,"March 12, 2014 "
45138-8.txt,Bubbles from the Brunnens of Nassau,Francis Bond Head,"March 15, 2014 "
45140.txt,On Your Mark!,Ralph Henry Barbour,"March 15, 2014 "
45141.txt,Pirates' Hope,Francis Lynde,"March 15, 2014 "
45142.txt,Weatherby's Inning,Ralph Henry Barbour,"March 15, 2014 "
45143.txt,The Way to the West,Emerson Hough,"March 15, 2014 "
45153.txt,Historic Sites of Lancashire and Cheshire,James Croston,"March 17, 2014 "
45154.txt,The Library of Work and Play: Outdoor Work,Mary Rogers Miller,"March 17, 2014 "
45160-8.txt,The Shakespeare-Expositor: An Aid to the Perfect Understanding of Shakespeare's Plays,Thomas Keightley,"March 17, 2014  "
45168.txt,Rhymes for Harry and His Nurse-Maid,Maria Arthington,"March 18, 2014 "
45169.txt,The Autobiography of a Thief,Hutchins Hapgood,"March 18, 2014 "
45175-0.txt,Vacation days in Greece,Rufus B. Richardson,"March 19, 2014 "
45181.txt,Heraldry for Craftsmen & Designers,William Henry St. John Hope,"March 20, 2014 "
45194.txt,"Harper's Young People, March 29, 1881",Various,"March 23, 2014 "
45195.txt,The Bible for Young People,Anonymous,"March 24, 2014 "
45202-8.txt,The Boy Scouts to the Rescue,George Durston,"March 24, 2014 "
45208-0.txt,The Flight of the Silver Ship,Hugh McAlister,"March 25, 2014 "
45235-0.txt,"Magic, Stage Illusions and Scientific Diversions Including Trick Photography",Albert A. Hopkins,"March 27, 2014 "
45237.txt,"The Knickerbocker, Vol. 10, No. 2, August 1837",Various,"March 28, 2014 "
45241-8.txt,"Popular British Ballads, Ancient and Modern, Vol. 1 (of 4)",Various,"March 28, 2014 "
45241.txt,"Popular British Ballads, Ancient and Modern, Vol. 1 (of 4)",Various,"March 28, 2014 "
45243.txt,"Popular British Ballads, Ancient and Modern, Vol. 3 (of 4)",Various,"March 28, 2014 "
45247-8.txt,India for Indians,C. R. (Chittaranjan) Das,"March 28, 2014  "
45249-0.txt,The History of Signboards,Jacob Larwood,"March 28, 2014 "
45261-8.txt,The Argentine in the Twentieth Century,Albert B. Martinez,"March 30, 2014 "
45268-0.txt,"The Works of Hubert Howe Bancroft, Volume 5",Hubert Howe Bancroft,"March 31, 2014 "
45268.txt,"The Works of Hubert Howe Bancroft, Volume 5",Hubert Howe Bancroft,"March 31, 2014 "
45283.txt,Systematic Theology (Volume 3 of 3),Augustus Hopkins Strong,"March 31, 2014 "
45304-8.txt,"The City of God, Volume I",Aurelius Augustine,"April 8, 2014 "
45305-8.txt,"The City of God, Volume II",Aurelius Augustine,"April 8, 2014 "
45308-0.txt,The Adventure Girls in the Air,Clair Blank,"April 2, 2014 "
45321-8.txt,Serbian Folk-lore,Anonymous,"April 5, 2014 "
45324-8.txt,The Young O'Briens,Margaret Westrup,"April 05, 2014 "
45328-0.txt,Summer Days in Shakespeare Land,Charles G. Harper,"April 6, 2014  "
45339-8.txt,The Practical Ostrich Feather Dyer,Alexander Paul,"April 6, 2014 "
45341-8.txt,Wager of Battle,Henry William Herbert,"April 7, 2014 "
45341.txt,Wager of Battle,Henry William Herbert,"April 7, 2014 "
45343.txt,The Adventure Girls at Happiness House,Clair Blank,"April 7, 2014 "
45345.txt,"Harper's Young People, May 3, 1881",Various,"April 7, 2014 "
45354.txt,New Zealanders at Gallipoli,Major Fred Waite,"April 9, 2014 "
45357.txt,"The Mermaid Series. Edited by H. Ellis. The best plays of the old dramatists. Thomas Dekker. Edited, with an introduction and notes by Ernest Rhys.",Thomas Dekker,"April 10, 2014  "
45363-8.txt,The Secret of the Totem,Andrew Lang,"April 11, 2014 "
45369.txt,The Life of an Insect,Anonymous,"April 13, 2014 "
45379.txt,Prairie-Dog Town,Laura Bancroft,"April 14, 2014 "
45380.txt,Artists and Arabs,Henry Blackburn,"April 14, 2014 "
45385-8.txt,The Indian: On the Battle-Field and in the Wigwam,John Frost,"April 14, 2014 "
45386.txt,Lincolniana,Andrew Adderup,"April 14, 2014 "
4539.txt,Back to God's Country and Other Stories,James Oliver Curwood,"October, 2003"
45394.txt,"The Life of Sir Humphrey Davy, Bart. LL.D., Volume 1 (of 2)",John Ayrton Paris,"April 15, 2014 "
45395.txt,"The Life of Sir Humphrey Davy, Bart. LL.D., Volume 2 (of 2)",John Ayrton Paris,"April 15, 2014 "
45398-8.txt,The Girls of Friendly Terrace,Harriet Lummis Smith,"April 14, 2014 "
45405-0.txt,Pickett's Gap,Homer Greene,"April 16, 2014 "
45409-8.txt,"The Pansy Magazine, July 1886",Various,"April 16, 2014 "
45414-8.txt,Handbook of Freethought,Various,"April 16, 2014 "
45422.txt,The Quest of the Historical Jesus,Albert Schweitzer,"April 26, 2014 "
45423-0.txt,"Letters of John Calvin, Volume I (of 4)",Jules Bonnet,"April 17, 2014 "
45423.txt,"Letters of John Calvin, Volume I (of 4)",Jules Bonnet,"April 17, 2014 "
45424.txt,Taking the Bastile,Alexander Dumas (pere),"April 17, 2014  "
45427.txt,George Buchanan,Robert Wallace,"April 17, 2014 "
45430-8.txt,Tara,Philip Meadows Taylor,"April 18, 2014 "
45430.txt,Tara,Philip Meadows Taylor,"April 18, 2014 "
45433.txt,"S. W. Partridge Catalogue of Popular Illustrated Books, 1904",S. W. Partridge,"April 18, 2014 "
45451-8.txt,The Man Who Did The Right Thing,Sir Harry Johnston,"April 21, 2014 "
45512-8.txt,"Dangerous Connections, v. 1, 2, 3, 4",Pierre Choderlos de Laclos,"April 27, 2014 "
45524.txt,The Open Boat and Other Stories,Stephen Crane,"April 28, 2014  "
45535-8.txt,Mesa Verde National Park,Anonymous,"April 29, 2014 "
45536-8.txt,Little Fishers: and their Nets,Pansy,"April 30, 2014 "
45545.txt,The Staying Guest,Carolyn Wells,"April 30, 2014  "
45555-8.txt,Picture Posters,Charles Hiatt,"May 1, 2014 "
45573-8.txt,Out with Garibaldi,G. A. Henty,"May 3, 2014 "
45580-0.txt,"Woman, Church & State",Matilda Joslyn Gage,"May 4, 2014 "
45580.txt,"Woman, Church & State",Matilda Joslyn Gage,"May 4, 2014 "
45592.txt,Reflections on the Rise and Fall of the Ancient Republicks,Edward Wortley Montagu,"May 5, 2014  "
45603-0.txt,Two Wars: An Autobiography of General Samuel G. French,Samuel Gibbs French,"May 7, 2014  "
45608-8.txt,"Mr. Dide, His Vacation in Colorado",Lewis B. France,"May 7, 2014 "
45618.txt,Deadwood Dick Jr. Branded,Ed. L. Wheeler,"May 9, 2014 "
45620.txt,Lost and Hostile Gospels,Sabine Baring-Gould,"May 8, 2014 "
45624.txt,"The Knickerbocker, Vol. 10, No. 1, July 1837",Various,"May 10, 2014 "
45632.txt,"Beehive for Bairns, Vol. 2",Various,"May 11, 2014 "
45634-8.txt,Myths of the Cherokee,James Mooney,"May 11, 2014 "
45634.txt,Myths of the Cherokee,James Mooney,"May 11, 2014 "
465.txt,The Mountains,Stewart Edward White,"March, 1996"
4659.txt,"Lady Hester, or Ursula's Narrative",Charlotte M. Yonge,"November, 2003"
467.txt,The Princess of Cleves,Madame de Lafayette,"March, 1996"
4670.txt,Lightfoot the Deer,Thornton W. Burgess,"November, 2003"
4702.txt,The Flaming Forest,James Oliver Curwood,"December, 2003"
4705.txt,A Treatise of Human Nature,David Hume,"December, 2003 "
4706.txt,Yama (The Pit),Alexandra Kuprin,"December, 2003"
4707.txt,The Valley of Silent Men,James Oliver Curwood,"December, 2003"
471.txt,Bride of Lammermoor,Sir Walter Scott,"January 16, 2006 "
4711.txt,"Tom Swift in the City of Gold, or, Marvelous Adventures Underground",Victor Appleton,"December, 2003"
4713.txt,The Veiled Lady,F. Hopkinson Smith,"December, 2003"
472.txt,The House Behind the Cedars,Charles W. Chesnutt,"March, 1996"
4884.txt,"History of the United Netherlands, 1600-09, Vol. IV. Complete",John Lothrop Motley,"October 15, 2006 "
489.txt,One Basket,Edna Ferber,"April, 1996"
4920.txt,The Blind Spot,Austin Hall,"January, 2004  "
4923.txt,King Midas,Upton Sinclair,"January, 2004  "
498.txt,Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,"April, 1996"
5009.txt,The Unspeakable Perk,Samuel Hopkins Adams,"February, 2004  "
5020.txt,State of the Union Addresses of Zachary Taylor,Zachary Taylor,"February, 2004"
5034.txt,State of the Union Addresses of Woodrow Wilson,Woodrow Wilson,"February, 2004"
5036.txt,State of the Union Addresses of Calvin Coolidge,Calvin Coolidge,"February, 2004"
5043.txt,State of the Union Addresses of Richard Nixon,Richard Nixon,"February, 2004"
505.txt,History of the Warfare of Science with Theology in Christendom,Andrew Dickson White,"April, 1996  "
5054.txt,The Dream Doctor,Arthur B. Reeve,"February, 2004"
506.txt,The Shuttle,Frances Hodgson Burnett,"March 18, 2006 "
5067-8.txt,The Rainbow Trail,Zane Grey,"February, 2004 "
507.txt,Adam Bede,George Eliot,"January 21, 2006 "
5080-8.txt,Magnum Bonum,Charlotte M. Yonge,"February, 2004 "
511.txt,The Purcell Papers,Joseph Sheridan Le Fanu,"May 24, 2008 "
513.txt,The Snow Image,Nathaniel Hawthorne,"May, 1996"
5140-8.txt,He Knew He Was Right,Anthony Trollope,"May 13, 2002  "
5140.txt,He Knew He Was Right,Anthony Trollope,"May 13, 2002  "
5142.txt,Graustark,George Barr McCutcheon,"February, 2004 "
5143.txt,The Auction Block,Rex Beach,"February, 2004"
5144.txt,"My Life, Volume II",Richard Wagner,"February, 2004"
5145.txt,The Heart of the Hills,John Fox,"February, 2004"
5155.txt,Caesar's Column,Ignatius Donnelly,"February, 2004"
5156.txt,Beechcroft at Rockstone,Charlotte M. Yonge,"February, 2004 "
5157.txt,How I Found Livingstone,Henry M. Stanley,"February, 2004 "
5182.txt,The Old English Baron,Clara Reeve,"February, 2004  "
5197.txt,"My Life, Volume I",Richard Wagner,"February, 2004"
5234.txt,"The Confessions of Harry Lorrequer, Vol. 1",Charles James Lever,"October 27, 2006 "
5236.txt,"The Confessions of Harry Lorrequer, Vol. 3",Charles James Lever (1806-1872),"October 27, 2006 "
534-0.txt,An Inland Voyage,Robert Louis Stevenson,"February 10, 2013  "
5340-8.txt,Further Chronicles of Avonlea,Lucy Maud Montgomery,"March, 2004"
5340.txt,Further Chronicles of Avonlea,Lucy Maud Montgomery,"March, 2004"
5342.txt,The Story Girl,Lucy Maud Montgomery,"March, 2004 "
5354.txt,"Guy Mannering, Vol. II",Sir Walter Scott,"March, 2004"
5355.txt,Guy Mannering (Complete),Sir Walter Scott,"March, 2004"
5382.txt,"A Modern Chronicle, Complete",Winston Churchill,"October 6, 2006 "
5395.txt,"The Crisis, Volume 8",Winston Churchill,"October 19, 2004 "
5396.txt,"The Crisis, Complete",Winston Churchill,"October 6, 2006 "
5418.txt,The Home Acre,E. P. Roe,"April, 2004"
5422.txt,The Masquerader,Katherine Cecil Thurston,"April, 2004 "
5427.txt,Emile,Jean-Jacques Rousseau,"April, 2004"
5431.txt,Stories by Foreign Authors: German,Various,"April, 2004"
5433.txt,Without a Home,E. P. Roe,"April, 2004"
5435.txt,The Stillwater Tragedy,Thomas Bailey Aldrich,"April, 2004  "
5500-0.txt,The Advancement of Learning,Francis Bacon,"November 4, 2014  "
5542.txt,"A Thorny Path [Per Aspera], Complete",Georg Ebers,"October 17, 2006 "
555-0.txt,The Unbearable Bassington,Saki,"February 4, 2013  "
5618-0.txt,Six Plays,Florence Henrietta Darwin,"December 18, 2014  "
5622.txt,At Last,Marion Harland,"May, 2004  "
5631.txt,Patty's Suitors,Carolyn Wells,"May, 2004"
5668-8.txt,The Arabian Nights Entertainments Complete,Anonymous,"May, 2004"
5668.txt,The Arabian Nights Entertainments Complete,Anonymous,"May, 2004"
5731.txt,Patty in Paris,Carolyn Wells,"May, 2004"
5744.txt,The Fat and the Thin,Emile Zola,"April 22, 2006 "
5746.txt,The Ancient Allan,H. Rider Haggard,"May, 2004 "
5778.txt,Try and Trust,Horatio Alger,"May, 2004 "
5779.txt,The Crushed Flower and Other Stories,Leonid Andreyev,"May, 2004  "
5780.txt,The Rover Boys at School,Arthur M. Winfield,"May, 2004"
5790.txt,Aria da Capo,Edna St. Vincent Millay,"May, 2004 "
5791.txt,Mrs. Peter Rabbit,Thornton W. Burgess,"May, 2004 "
5802.txt,"A Sketch of the Causes, Operations and Results of the San Francisco Vigilance Committee of 1856",Stephen Palfrey Webb,"June, 2004  "
5805.txt,The League of the Scarlet Pimpernel,Baroness Orczy,"June, 2004"
5816.txt,Successful Exploration Through the Interior of Australia,William John Wills,"September 26, 2004 "
5826-8.txt,"The Diary and Letters of Madame D'Arblay, Vol. 1 (of 3)",Fanny Burney,"June, 2004  "
5829.txt,The Moneychangers,Upton Sinclair,"June, 2004  "
5959.txt,Peveril of the Peak,Sir Walter Scott,"June, 2004  "
5963.txt,Mr. Bingle,George Barr McCutcheon,"June, 2004"
5964.txt,Love's Pilgrimage,Upton Sinclair,"June, 2004  "
5976.txt,"Thomas Wingfold, Curate",George MacDonald,"June, 2004  "
5998.txt,"Waverley,  Or 'Tis Sixty Years Hence, Complete",Sir Walter Scott,"October 25, 2006 "
5999.txt,"Guy Mannering, or The Astrologer, Complete, Illustrated",Sir Walter Scott,"October 25, 2006 "
6010-8.txt,What's Bred In the Bone,Grant Allen,"May 24, 2013 "
6059.txt,Confession,W. Gilmore Simms,"July, 2004  "
6066.txt,King--of the Khyber Rifles,Talbot Mundy,"July, 2004  "
6067.txt,The Pony Rider Boys in the Rockies,Frank Gee Patchin,"July, 2004"
6072.txt,The Boy Allies with Uncle Sam's Cruisers,Robert L. Drake,"July, 2004"
6073.txt,"Smith and the Pharaohs, and Other Tales",Henry Rider Haggard,"April 22, 2006 "
6088-8.txt,The Lay of the Cid,R. Selden Rose,"July, 2004"
6098.txt,Amelia,Henry Fielding,"July, 2004 "
6105.txt,Their Yesterdays,Harold Bell Wright,"July, 2004"
6111.txt,Over Prairie Trails,Frederick Philip Grove,"July, 2004 "
6113.txt,A Day of Fate,E. P. Roe,"July, 2004"
6123-0.txt,Theological Essays and Other Papers v1,Thomas de Quincey,"July, 2004"
6130-8.txt,The Iliad of Homer,Homer,September 2006 
6148-8.txt,Narrative And Miscellaneous Papers,Thomas De Quincey,"July, 2004 "
619-8.txt,The Warden,Anthony Trollope,"August, 1996  "
6267.txt,"The Weavers, Complete",Gilbert Parker,"October 18, 2006 "
6271.txt,"Embers, (Poetry) Complete",Gilbert Parker,"October 18, 2006 "
6307.txt,The Story of a Bold Tin Soldier,Laura Lee Hope,"August, 2004"
6311.txt,A Knight of the Nineteenth Century,E. P. Roe,"August, 2004"
6331-8.txt,"The Pillars of the House, Vol. I (of 2)",Charlotte M. Yonge,"November 26, 2002  "
6357-8.txt,The Young Fur Traders,R. M. Ballantyne,"August, 2004"
6400.txt,"The Lives Of The Twelve Caesars, Complete",C. Suetonius Tranquillus,"October 22, 2006 "
6407-8.txt,The Abbot,Sir Walter Scott,"September, 2004 "
6461.txt,Facing the World,Horatio Alger,"September, 2004 "
648.txt,Wild Wales,George Borrow,"December 26, 2008  "
6488.txt,Going Some,Ellingwood Beach,"September, 2004"
6516.txt,"The Forbidden Gospels and Epistles, Complete",Archbishop Wake,"December 18, 2004 "
6529.txt,The Gospel of Luke for Readers,Lightheart,"September, 2004"
6561.txt,Our Friend John Burroughs,Clara Barrus,"September, 2004 "
6563.txt,The Blunderer,Moliere,"September, 2004"
658.txt,The Fall of Troy,Smyrnaeus Quintus,"September, 1996"
6603.txt,"Our Legal Heritage, 4th Ed.",S. A. Reilly,"October, 2004"
6660.txt,Theological Essays and Other Papers v2,Thomas de Quincey,"October, 2004"
6661.txt,Waverley Volume XII,Sir Walter Scott,"October, 2004"
6662.txt,Little Citizens,Myra Kelly,"October, 2004"
6688-0.txt,The Mill on the Floss,George Eliot,"October, 2004"
6688.txt,The Mill on the Floss,George Eliot,"October, 2004"
6700-8.txt,Sidonia the Sorceress V1,William Meinhold,"October, 2004"
6700.txt,Sidonia the Sorceress V1,William Meinhold,"October, 2004"
6701.txt,Sidonia the Sorceress V2,Milliam Meinhold,"June 16, 2013 "
6702-8.txt,Life of Harriet Beecher Stowe Compiled from Her Letters and Journals,Charles Edward Stowe,"October, 2004 (original version's release date)"
6702.txt,Life of Harriet Beecher Stowe Compiled from Her Letters and Journals,Charles Edward Stowe,"October, 2004 (original version's release date)"
671.txt,Phil the Fiddler,"Horatio Alger, Jr.","March 18, 2006 "
6846.txt,My Lady of the North,Randall Parrish,"November, 2004 "
6847.txt,Cytherea,Joseph Hergesheimer,"November, 2004 "
6879.txt,The Gold Bat,P. G. Wodehouse,"November, 2004"
6886.txt,First Footsteps in East Africa,Richard F. Burton,"November, 2004"
6895.txt,The Campfire Girls Go Motoring,Hildegard G. Frey,"November, 2004"
6907-0.txt,From Wealth to Poverty,Austin Potter,"November, 2004"
6921.txt,Temporal Power,Marie Corelli,"November, 2004  "
6925-0.txt,The History of Thomas Ellwood,Thomas Ellwood,"August 2, 2014  "
6927.txt,The White Feather,P. G. Wodehouse,"February 12, 2003 "
6930.txt,The Faerie Queene Volume 1,Edmund Spenser,"January 21, 2005 "
6932.txt,Pictures Every Child Should Know,Dolores Bacon,"November, 2004"
6934-8.txt,The Radio Amateur's Hand Book,A. Frederick Collins,"November, 2004"
6944.txt,"The Heart of Mid-Lothian, Complete, Illustrated",Sir Walter Scott,"October 23, 2006 "
699.txt,A Child's History of England,Charles Dickens,"May 6, 2007  "
700.txt,The Old Curiosity Shop,Charles Dickens,"March 7, 2008 "
7025.txt,"Rob Roy, Complete, Illustrated",Sir Walter Scott,"October 25, 2006 "
7030.txt,Field and Hedgerow,Richard Jefferies,"December, 2004"
7069-8.txt,Expositions of Holy Scripture,Alexander Maclaren,"December, 2004"
7071-8.txt,In Times of Peril,G. A. Henty,"December, 2004"
7075-8.txt,The Idol of Paris,Sarah Bernhardt,"December, 2004"
7077-8.txt,We Can't Have Everything,Rupert Hughes,"December, 2004 "
7114-8.txt,"Une Vie, A Piece of String and Other Stories",Guy de Maupassant,"December, 2004"
7125.txt,Catherine Booth,Mildred Duff,"December, 2004"
713.txt,Memoirs of Extraordinary Popular Delusions,Charles Mackay,"January 30, 2008 "
7131.txt,"The History of the United States from 1492 to 1910, Volume 1",Julian Hawthorne,"December, 2004"
7132-8.txt,The Purple Land,W. H. Hudson,"December, 2004 "
7132.txt,The Purple Land,W. H. Hudson,"December, 2004 "
7140.txt,"The Great Conspiracy, Complete",John Alexander Logan,"August 16, 2006 "
7146.txt,"Cecilia, Volume 2 (of 3)",Frances (Fanny) Burney (Madame d'Arblay),"August 18, 2013 "
7152.txt,"Cecilia, Volume 3 (of 3)",Frances (Fanny) Burney (Madame d'Arblay),"December, 2004 "
7153-8.txt,Elder Conklin and Other Stories,Frank Harris,"December, 2004 "
7179.txt,Beside the Bonnie Brier Bush,Ian Maclaren,"December, 2004"
7181.txt,The Bushman,Edward Wilson Landor,"December, 2004 "
7190.txt,The Biography of a Rabbit,Roy Benson,"December, 2004"
7231-8.txt,Light O' The Morning,L. T. Meade,"January, 2005 "
7231.txt,Light O' The Morning,L. T. Meade,"January, 2005 "
7335-8.txt,Jack Harkaway and His Son's Escape From the Brigand's of Greece,Bracebridge Hemyng,"January, 2005"
7345.txt,Travels in Alaska,John Muir,"January, 2005"
7347.txt,The Lincoln Story Book,Henry L. Williams,"January, 2005"
7351.txt,Exposition of Holy Scripture,Alexander Maclaren,"January, 2005"
7356.txt,The Boy Scout Camera Club,G. Harvey Ralphson,"October 14, 2012 "
7373-8.txt,The Path to Rome,Hilaire Belloc,"January, 2005  "
7378-0.txt,Chantry House,Charlotte M. Yonge,"November 14, 2014  "
7381.txt,The Eustace Diamonds,Anthony Trollope,"April 22, 2003  "
7385.txt,Old Calabria,Norman Douglas,"January, 2005"
7423.txt,Mike,P. G. Wodehouse,"June 15, 2004 "
7430.txt,Familiar Spanish Travels,W. D. Howells,"February, 2005 "
7435.txt,Springhaven,R. D. Blackmore,"June 6, 2006 "
7444-8.txt,Psyche,Moli�re,"April 30, 2003  "
7446-8.txt,The Naturalist in La Plata,W. H. Hudson,"February, 2005"
7479-8.txt,Dorothy Dainty at Glenmore,Amy Brooks,"February, 2005 "
7509.txt,The Logbooks of the Lady Nelson,Ida Lee,"August 28, 2004 "
7550.txt,Quotes and Images From The Works of George Meredith,George Meredith,"August 29, 2004 "
7608.txt,"Zicci, Complete",Edward Bulwer-Lytton,"October 29, 2006 "
7623.txt,"Pelham, Complete",Edward Bulwer-Lytton,"October 20, 2006 "
7630.txt,"Devereux, Complete",Edward Bulwer-Lytton,March 2005  
764.txt,Hans Brinker,Mary Mapes Dodge,"December, 1996 "
765-8.txt,The Moon Pool,A. Merritt,"December, 1996"
7658.txt,"Kenelm Chillingly, Complete",Edward Bulwer-Lytton,"March 16, 2009 "
7778-8.txt,History of California,Helen Elliott Bandini,"March, 2005 "
7795.txt,"Pelle the Conqueror, Complete",Martin Anderson Nexo,"March, 2005 "
7796.txt,Poems,Madison Cawein,"March, 2005"
7803.txt,The Story of Sugar,Sara Ware Bassett,"April, 2005"
7806.txt,A Boy's Ride,Gulielma Zollinger,"March, 2005"
7811.txt,The War Romance of the Salvation Army,Evangeline Booth and Grace Livingston Hill,"April, 2005"
7815-8.txt,"Hereward, The Last of the English",Charles Kingsley,"April, 2005 "
7829-8.txt,American Prisoners of the Revolution,Danske Dandridge,"April, 2005 "
